2408, 5217, 1031
2420, 5235, 1020
2416, 5231, 1066
2415, 5229, 1122
2416, 5215, 1166
2422, 5215, 1164
2427, 5217, 1162
2423, 5211, 1164
2426, 5210, 1137
2426, 5212, 1132
2421, 5210, 1162
2420, 5205, 1170
2416, 5207, 1155
2406, 5218, 1127
2397, 5211, 1102
2394, 5201, 1110
2396, 5202, 1119
2394, 5215, 1102
2405, 5206, 1122
2413, 5201, 1137
2412, 5203, 1121
2414, 5206, 1081
2410, 5199, 1099
2411, 5206, 1083
2404, 5204, 1113
2413, 5219, 1057
2402, 5207, 1054
2411, 5217, 1045
2407, 5208, 1065
2405, 5210, 1078
2412, 5200, 1094
2404, 5203, 1099
2416, 5202, 1089
2406, 5201, 1096
2409, 5202, 1113
2397, 5205, 1101
2404, 5204, 1095
2393, 5197, 1104
2403, 5204, 1069
2406, 5205, 1089
2414, 5196, 1084
2412, 5189, 1090
2417, 5195, 1093
2416, 5201, 1087
2409, 5211, 1072
2412, 5208, 1077
2410, 5214, 1062
2402, 5211, 1059
2402, 5219, 1047
2413, 5230, 1034
2419, 5220, 1058
2418, 5212, 1076
2404, 5208, 1074
2403, 5197, 1109
2407, 5201, 1103
2401, 5211, 1097
2397, 5216, 1102
2400, 5223, 1065
2403, 5220, 1054
2398, 5209, 1096
2412, 5215, 1078
2318, 5165, 953
2343, 5179, 993
2356, 5181, 1026
2383, 5204, 1057
2389, 5216, 1052
2401, 5225, 1030
2398, 5222, 1023
2411, 5214, 1024
2412, 5207, 1076
2413, 5208, 1097
2398, 5210, 1112
2402, 5217, 1070
2400, 5208, 1134
2405, 5205, 1149
2407, 5202, 1166
2395, 5205, 1155
2408, 5210, 1163
2402, 5201, 1195
2406, 5199, 1192
2412, 5203, 1177
2410, 5204, 1170
2420, 5202, 1168
2413, 5198, 1182
2412, 5201, 1169
2415, 5202, 1135
2409, 5206, 1087
2409, 5200, 1145
2399, 5195, 1168
2410, 5205, 1121
2423, 5219, 1091
2442, 5224, 1080
2443, 5223, 1066
2438, 5214, 1079
2431, 5228, 1021
2426, 5219, 1073
2422, 5220, 1057
2418, 5217, 1047
2416, 5215, 1042
2415, 5219, 1023
2410, 5208, 1084
2409, 5212, 1101
2413, 5213, 1141
2402, 5207, 1149
2405, 5200, 1134
2404, 5201, 1150
2393, 5210, 1133
2406, 5210, 1140
2412, 5211, 1117
2417, 5209, 1107
2421, 5231, 1115
2416, 5225, 1137
2414, 5231, 1138
2404, 5227, 1137
2407, 5214, 1163
2403, 5210, 1184
2410, 5214, 1135
2414, 5211, 1129
2415, 5219, 1112
2425, 5220, 1100
2416, 5221, 1079
2429, 5219, 1105
2420, 5214, 1090
2414, 5218, 1110
2417, 5217, 1088
2408, 5206, 1124
2423, 5208, 1116
2417, 5203, 1107
2400, 5206, 1114
2398, 5203, 1117
2410, 5208, 1109
2418, 5217, 1080
2415, 5219, 1103
2413, 5212, 1123
2409, 5212, 1113
2391, 5221, 1091
2403, 5225, 1092
2407, 5223, 1081
2414, 5225, 1081
2414, 5228, 1096
2420, 5221, 1118
2420, 5233, 1094
2418, 5225, 1103
2411, 5225, 1115
2424, 5224, 1106
2584, 5222, 942
2554, 5229, 941
2526, 5209, 1024
2719, 5211, 851
2644, 5207, 921
2581, 5204, 954
2681, 5209, 844
2598, 5205, 916
2551, 5200, 966
2601, 5215, 869
2535, 5200, 935
2502, 5202, 961
2470, 5222, 964
2455, 5217, 973
2434, 5214, 959
2425, 5211, 1046
2387, 5196, 1011
2387, 5204, 1018
2437, 5229, 946
2430, 5232, 967
2434, 5235, 1034
2445, 5242, 1055
2439, 5256, 1046
2439, 5251, 1055
2501, 5257, 966
2476, 5255, 1004
2317, 5163, 884
2363, 5143, 696
2283, 5133, 634
2225, 5124, 628
2264, 5174, 687
2283, 5202, 720
2298, 5217, 742
2342, 5246, 783
2366, 5269, 824
2382, 5280, 861
2398, 5278, 937
2410, 5287, 976
2420, 5290, 1007
2436, 5306, 1004
2438, 5296, 1010
2439, 5288, 1072
2440, 5286, 1056
2477, 5299, 1058
2467, 5292, 1120
2467, 5304, 1072
2452, 5291, 1068
2443, 5276, 1075
2447, 5279, 1058
2440, 5265, 1091
2459, 5272, 1085
2457, 5276, 1101
2448, 5260, 1106
2446, 5248, 1138
2451, 5236, 1239
2434, 5215, 1242
2415, 5212, 1167
2411, 5211, 1150
2434, 5226, 1122
2400, 5215, 1057
2411, 5201, 1135
2385, 5176, 1127
2379, 5164, 1127
2368, 5152, 1135
2351, 5141, 1144
2364, 5221, 1018
2293, 5173, 950
2337, 5202, 949
2367, 5307, 837
2399, 5302, 911
2412, 5287, 954
2413, 5363, 857
2413, 5349, 879
2433, 5323, 946
2445, 5335, 934
2457, 5322, 944
2386, 5275, 893
2284, 5224, 788
2225, 5187, 718
2210, 5169, 739
2154, 5278, 537
2129, 5224, 517
2188, 5215, 664
2168, 5298, 502
2122, 5220, 539
2101, 5167, 567
2192, 5233, 613
2151, 5180, 635
2115, 5126, 671
2088, 5184, 549
2070, 5132, 592
2102, 5113, 700
2187, 5232, 643
2180, 5195, 664
2164, 5190, 634
2192, 5186, 666
2244, 5188, 803
2267, 5198, 826
2216, 5178, 762
2266, 5197, 800
2311, 5210, 858
2348, 5213, 890
2354, 5211, 910
2376, 5210, 944
2384, 5215, 948